Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Developer
Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,Level 5
EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,EA Canada
Tony Hawk's Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,Neversoft Entertainment
Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86.0,Capcom
The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,94.0,Bethesda Game Studios
NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87.0,Visual Concepts
Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,Namco
MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,Evolution Studios
World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,KCET
Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76.0,"SCEA, Zindagi Games"
Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.0,Infinity Ward
Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,"Nintendo, Namco Bandai Games"
Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80.0,Massive Entertainment
Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,Nintendo
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,Traveller's Tales
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,Maxis
Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,Argonaut Games
Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85.0,Intelligent Systems
Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,Insomniac Games
Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,Ubisoft
FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,EA Canada
Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,Neversoft Entertainment
MySims,DS,2007.0,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,TOSE
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,Rockstar Leeds
SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,Zipper Interactive
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,Naughty Dog
Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,Konami
Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,Capcom
Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,Vicarious Visions
FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,EA Sports
Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,Pandemic Studios
The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,Fox Interactive
Luigi's Mansion,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,Nintendo
Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85.0,EA DICE
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,Pandemic Studios
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,Office Create
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,Rockstar Leeds
The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,Team Soho
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,EA Redwood Shores
FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,EA Sports
Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,Certain Affinity
Assassin's Creed: Unity,XOne,2014.0,Action,Ubisoft,2.27,0.9,0.0,0.33,3.5,72.0,"Ubisoft, Ubisoft Montreal"
Resident Evil 5,X360,2009.0,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,Capcom
Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89.0,Ubisoft Montreal
Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80.0,EA DICE
Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92.0,Rocksteady Studios
Battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79.0,EA DICE
Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88.0,EA DICE
Guitar Hero: On Tour,DS,2008.0,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71.0,Vicarious Visions
Clubhouse Games,DS,2006.0,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83.0,Agenda
Borderlands,X360,2009.0,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84.0,Gearbox Software
Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.0,Namco
Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,70.0,DMA Design
Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,93.0,"Kojima Productions, Moby Dick Studio"
Spider-Man 2,PS2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41,80.0,Treyarch
FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88.0,EA Canada
LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91.0,Media Molecule
Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68.0,Eurocom Entertainment Software
Assassin's Creed Syndicate,PS4,2015.0,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,76.0,Ubisoft Quebec
LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,76.0,Traveller's Tales
Destiny,XOne,2014.0,Shooter,Activision,2.14,0.92,0.0,0.31,3.37,75.0,"Bungie Software, Bungie"
Far Cry 3,PS3,2012.0,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90.0,Ubisoft Montreal
James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77.0,Eurocom Entertainment Software
Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60.0,Double Helix Games
The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,87.0,Nintendo
Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80.0,Rockstar Toronto
Assassin's Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,86.0,Ubisoft
The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85.0,EA Games
Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,2.61,0.33,0.0,0.34,3.28,82.0,"Splash Damage, The Coalition"
True Crime: Streets of LA,PS2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27,77.0,"Luxoflux, Inc."
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,86.0,Level 5
FIFA 16,XOne,2015.0,Sports,Electronic Arts,0.89,2.12,0.0,0.24,3.25,84.0,EA Sports
Wii Music,Wii,2008.0,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,63.0,Nintendo
Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,2.34,0.3,0.0,0.6,3.24,83.0,EA Sports
Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,81.0,Polyphony Digital
Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23,85.0,343 Industries
Super Mario Maker,WiiU,2015.0,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21,88.0,Nintendo
God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,91.0,Ready at Dawn
Enter the Matrix,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18,62.0,Shiny Entertainment
Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83.0,Square Enix
Dance Central,X360,2010.0,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82.0,Harmonix Music Systems
L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,89.0,Team Bondi
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89.0,Namco
Animal Crossing,GC,2001.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87.0,Nintendo
FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,83.0,EA Canada
Spider-Man,PS,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13,87.0,Neversoft Entertainment
Mario Party 9,Wii,2012.0,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,73.0,Nd Cube
Need for Speed III: Hot Pursuit,PS,1998.0,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12,88.0,EA Canada
Sonic Rush,DS,2005.0,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82.0,"Dimps Corporation, Sonic Team"
Rhythm Heaven,DS,2008.0,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,83.0,Nintendo
Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,82.0,Obsidian Entertainment
Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,0.9,1.0,1.03,0.17,3.11,81.0,Indies Zero
The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93.0,4J Studios
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,1.4,1.01,0.46,0.23,3.1,91.0,Nintendo
Resident Evil 6,PS3,2012.0,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,74.0,Capcom
Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96.0,BioWare
Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67.0,Dimps Corporation
Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94.0,EA Sports
The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,75.0,Maxis
Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05,66.0,Nintendo
The Sims 4,PC,2014.0,Simulation,Electronic Arts,1.0,1.82,0.0,0.23,3.05,70.0,Maxis
Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,89.0,Gearbox Software
LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29,3.05,72.0,TT Fusion
Kung Fu Panda,X360,2008.0,Action,Activision,1.91,0.84,0.0,0.29,3.04,75.0,"Luxoflux, Inc."
Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93.0,BioWare
Heavy Rain,PS3,2010.0,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,87.0,Quantic Dream
Saints Row 2,X360,2008.0,Action,THQ,1.94,0.79,0.02,0.28,3.03,81.0,Volition Inc.
Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,93.0,Ubisoft Montreal
FIFA 14,PS4,2013.0,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,87.0,EA Canada
Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,91.0,Guerrilla
Far Cry 3,X360,2012.0,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3.0,91.0,Ubisoft Montreal
Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,3.0,73.0,Junction Point
NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3.0,88.0,Visual Concepts
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,73.0,"Spike, Namco Bandai Games"
The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,82.0,Maxis
World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,93.0,KCET
Devil May Cry,PS2,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94.0,Capcom
Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.96,85.0,"LucasArts, BioWare"
Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,84.0,Monolith Productions
Sonic Heroes,PS2,2003.0,Platform,Sega,1.04,1.37,0.06,0.49,2.96,64.0,Sonic Team
Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85.0,Io Interactive
Titanfall,XOne,2014.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86.0,Respawn Entertainment
Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88.0,EA DICE
SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,87.0,Zipper Interactive
Pac-Man Collection,GBA,2001.0,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,79.0,Mass Media
Street Fighter IV,X360,2009.0,Fighting,Capcom,1.82,0.7,0.15,0.26,2.94,93.0,Capcom
inFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,85.0,Sucker Punch
Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,76.0,HAL Labs
Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,1.88,0.77,0.0,0.27,2.92,78.0,Infinity Ward
Mass Effect,X360,2007.0,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91.0,BioWare
Sonic Mega Collection Plus,PS2,2004.0,Misc,Sega,1.54,1.14,0.0,0.22,2.9,73.0,Sonic Team
World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,93.0,KCET
Sega Superstars Tennis,X360,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,2.89,67.0,Sumo Digital
Hot Shots Golf 3,PS2,2001.0,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,85.0,Clap Hanz
Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,1.41,1.12,0.05,0.3,2.89,61.0,OfficeCreate
Call of Duty: Finest Hour,PS2,2004.0,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,76.0,Spark Unlimited
WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89,83.0,Intelligent Systems
Madden NFL 13,X360,2012.0,Sports,Electronic Arts,2.53,0.15,0.0,0.17,2.86,81.0,EA Tiburon
The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,87.0,Bethesda Softworks
Assassin's Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,83.0,Ubisoft
Mortal Kombat,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34,2.84,84.0,NetherRealm Studios
Madden NFL 10,X360,2009.0,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,85.0,EA Tiburon
BioShock,X360,2007.0,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,96.0,"Irrational Games, 2K Marin"
Metroid Prime,GC,2002.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,97.0,Retro Studios
Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,90.0,Ubisoft Montreal
Medal of Honor,PS3,2010.0,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,75.0,"EA DICE, Danger Close"
inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,80.0,Sucker Punch
NBA Street,PS2,2001.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,89.0,NuFX
Jak II,PS2,2003.0,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,87.0,Naughty Dog
Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,89.0,Criterion Games
Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,1.35,1.13,0.0,0.3,2.78,81.0,Toys for Bob
Battlefield 3,PC,2011.0,Shooter,Electronic Arts,0.89,1.43,0.0,0.46,2.78,89.0,EA DICE
Mortal Kombat X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0.0,0.48,2.78,83.0,"Warner Bros. Interactive Entertainment, NetherRealm Studios"
The Sims,PS2,2003.0,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77,83.0,Edge of Reality
Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,84.0,Guerrilla
Star Wars: The Force Unleashed,X360,2008.0,Action,LucasArts,1.74,0.77,0.0,0.26,2.77,73.0,LucasArts
Yoshi's Island DS,DS,2006.0,Platform,Nintendo,1.45,0.07,1.1,0.15,2.76,81.0,Artoon
Saints Row: The Third,X360,2011.0,Action,THQ,1.25,1.14,0.07,0.3,2.76,84.0,Volition Inc.
Tekken 6,PS3,2009.0,Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75,79.0,Namco Bandai Games
Sonic and the Secret Rings,Wii,2007.0,Platform,Sega,1.21,1.19,0.04,0.29,2.73,69.0,Sonic Team
The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,95.0,Capcom
Onimusha: Warlords,PS2,2001.0,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,86.0,Capcom
L.A. Noire,X360,2011.0,Adventure,Take-Two Interactive,1.52,0.92,0.02,0.24,2.7,89.0,Team Bondi
Call of Duty 3,X360,2006.0,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,82.0,Treyarch
Madden NFL 12,X360,2011.0,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,78.0,EA Tiburon
LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,84.0,Traveller's Tales
Killzone: Shadow Fall,PS4,2013.0,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69,73.0,Guerrilla
Madden NFL 11,X360,2010.0,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,84.0,EA Tiburon
Burnout 3: Takedown,PS2,2004.0,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68,93.0,Criterion Games
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67,79.0,Nintendo
Professor Layton and the Last Specter,DS,2009.0,Puzzle,Nintendo,0.28,1.39,0.68,0.32,2.67,83.0,Level 5
Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,77.0,Treyarch
Medal of Honor,PS,1998.0,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.67,92.0,Dreamworks Interactive
Fable,XB,2004.0,Role-Playing,Microsoft Game Studios,1.99,0.58,0.0,0.09,2.66,85.0,Big Blue Box
Guitar Hero: World Tour,X360,2008.0,Misc,Activision,1.78,0.63,0.0,0.25,2.66,85.0,Neversoft Entertainment
FIFA 17,XOne,2016.0,Sports,Electronic Arts,0.43,2.05,0.0,0.17,2.65,84.0,"EA Sports, EA Vancouver"
Tom Clancy's Splinter Cell,PS2,2003.0,Action,Ubisoft,1.15,1.11,0.0,0.4,2.65,89.0,Ubisoft Shanghai
Need for Speed: Shift,PS3,2009.0,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,84.0,Slightly Mad Studios
Medal of Honor Heroes,PSP,2006.0,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,71.0,Team Fusion
Final Fantasy XIII-2,PS3,2011.0,Role-Playing,Square Enix,0.78,0.73,0.89,0.23,2.63,79.0,Square Enix
Midnight Club: Street Racing,PS2,2000.0,Racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63,78.0,Angel Studios
Skate 3,X360,2010.0,Sports,Electronic Arts,1.47,0.93,0.0,0.24,2.63,80.0,EA Black Box
ESPN NFL 2K5,PS2,2004.0,Sports,Sega,2.15,0.12,0.0,0.36,2.62,90.0,Visual Concepts
Halo Wars,X360,2009.0,Strategy,Microsoft Game Studios,1.54,0.8,0.04,0.24,2.62,82.0,Ensemble Studios
NBA 2K12,X360,2011.0,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,90.0,Visual Concepts
FIFA Soccer 10,X360,2009.0,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,90.0,EA Sports
Medal of Honor,X360,2010.0,Shooter,Electronic Arts,1.56,0.8,0.04,0.21,2.61,74.0,"Dice, Danger Close"
Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61,71.0,Electronic Arts
God of War Collection,PS3,2009.0,Action,Sony Computer Entertainment,1.7,0.44,0.06,0.4,2.6,91.0,Bluepoint Games
NBA Live 2005,PS2,2004.0,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59,84.0,EA Canada
Mario Strikers Charged,Wii,2007.0,Sports,Nintendo,1.05,1.05,0.24,0.24,2.58,79.0,Next Level Games
FIFA Soccer 09,PS3,2008.0,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.58,87.0,EA Canada
Style Savvy,DS,2008.0,Simulation,Nintendo,0.62,0.82,0.96,0.18,2.58,73.0,syn Sophia
WWE SmackDown vs. RAW 2007,PS2,2006.0,Fighting,THQ,1.4,0.88,0.03,0.26,2.58,80.0,Yuke's
LEGO Star Wars: The Complete Saga,X360,2007.0,Action,LucasArts,1.53,0.81,0.0,0.24,2.57,80.0,Traveller's Tales
Madden NFL 08,PS2,2007.0,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57,78.0,EA Tiburon
Monster Hunter Freedom 2,PSP,2007.0,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.57,72.0,Capcom
Sonic Adventure 2 Battle,GC,2001.0,Platform,Sega,1.7,0.59,0.21,0.07,2.56,73.0,Sonic Team
Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,2.11,0.22,0.0,0.23,2.56,83.0,EA Tiburon
Dragon Age: Origins,X360,2009.0,Role-Playing,Electronic Arts,1.76,0.55,0.03,0.22,2.56,86.0,BioWare
Pokémon Colosseum,GC,2003.0,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54,73.0,Genius Sonority Inc.
LittleBigPlanet,PSP,2009.0,Platform,Sony Computer Entertainment,0.64,1.22,0.01,0.67,2.54,87.0,"SCE/WWS, Media Molecule"
Madden NFL 09,X360,2008.0,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.53,83.0,EA Tiburon
Crazy Taxi,PS2,2001.0,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,80.0,Acclaim Studios Cheltenham
Art Academy,DS,2010.0,Misc,Nintendo,0.26,1.65,0.33,0.28,2.52,75.0,Headstrong Games
NBA 2K14,X360,2013.0,Sports,Take-Two Interactive,2.1,0.19,0.0,0.23,2.52,87.0,Visual Concepts
Skylanders Giants,Wii,2012.0,Action,Activision,1.48,0.83,0.0,0.21,2.52,78.0,Toys for Bob
Deca Sports,Wii,2008.0,Sports,Konami Digital Entertainment,1.11,0.85,0.29,0.25,2.5,50.0,CAProduction
Marvel: Ultimate Alliance,X360,2006.0,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5,82.0,Raven Software
Mortal Kombat: Deadly Alliance,PS2,2002.0,Fighting,Midway Games,1.81,0.52,0.0,0.15,2.49,79.0,Midway
Game Party,Wii,2007.0,Misc,Midway Games,1.47,0.77,0.0,0.24,2.48,25.0,Midway
Bloodborne,PS4,2015.0,Action,Sony Computer Entertainment,1.03,0.81,0.26,0.38,2.48,92.0,From Software
Mario Party 4,GC,2002.0,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47,70.0,Hudson
Pure,X360,2008.0,Racing,Disney Interactive Studios,1.38,0.84,0.0,0.25,2.47,85.0,Black Rock Studio
NBA 2K13,PS3,2012.0,Sports,Take-Two Interactive,1.73,0.43,0.05,0.27,2.47,90.0,Visual Concepts
